Road,Name,LRP,Offset,Chainage,LRP_2,Offset_2,Chainage_2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),base_road,condition,lat,lon
,CHIKONIA BOX CULVERT,,,6.884,,,,,,,,,,,,,,,,,,,,,,Z1414,B,23.2682297075188,91.0568161894736
,PASHAPUR BOX CULVERT,,,7.497,,,,,,,,,,,,,,,,,,,,,,Z1414,B,23.2694486095693,91.0510054314194
,.,,,1.3,,,,,,,,,,,,,,,,,,,,,,Z1415,B,23.1074865580645,91.1405202967742
,.,,,2.7,,,,,,,,,,,,,,,,,,,,,,Z1415,A,23.1096464727272,91.1532222545454
,.,,,3.34,,,,,,,,,,,,,,,,,,,,,,Z1415,A,23.1107222,91.1589009565217
,.,,,4.08,,,,,,,,,,,,,,,,,,,,,,Z1415,B,23.1108687617021,91.1659296553191
,.,,,5.41,,,,,,,,,,,,,,,,,,,,,,Z1415,A,23.112566015942,91.1680705985507
,.,,,6.14,,,,,,,,,,,,,,,,,,,,,,Z1415,A,23.1441780472454,91.1834091741235
,.,,,7.995,,,,,,,,,,,,,,,,,,,,,,Z1415,C,23.157638925,91.188541325
Z1416-1,Kallandi-Chanderhat Chourasta (int.with Z1448),LRPS,0,0.0,LRP005,2511,7.465,7.465,0.0,43.0,32.0,0.0,0.0,33.0,0.0,3.0,1043.0,191.0,140.0,126.0,0.0,1345.0,266.0,1611.0,1611.0,Z1416,,,
,.,,,0.38,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9542515941176,91.2263049
,.,,,0.77,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9507129133333,91.2265317466666
,.,,,1.15,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9479510688147,91.2268238653624
,.,,,2.6,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9368701892307,91.2310540446153
,.,,,3.12,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9324079267034,91.2308795351749
,.,,,3.65,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9278354103806,91.2314546823529
,.,,,4.35,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9227002811912,91.229602675862
,.,,,4.65,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9201023658307,91.2293493075235
,.,,,5.22,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9157506958904,91.2307699575342
,.,,,5.71,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9130603945205,91.2317821767123
,.,,,6.2,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9088813713513,91.2329416913513
,.,,,6.72,,,,,,,,,,,,,,,,,,,,,,Z1416,A,22.9044569677477,91.2334364877477
Z1416-2,Chanderhat Chourasta-(int.with Z1448)Chanderhat,LRP005,2511,7.465,LRPE,0,8.883,1.418,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1416,,,
Z1417-1,Paniwala-Bhatra (Int.with Z1437),LRPS,0,0.0,LRPS,2520,2.52,2.520,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1417,,,
,PANIWALA BOX CULVERT,,,0.3,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.1282637511627,90.9187172906976
,PANIWALA BOX CULVERT,,,2.021,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.1283458225,90.9333903725
Z1417-2,Bhatra (Int.with Z1437)-Chatkhil,LRPS,2520,2.52,LRPE,0,13.2,10.680,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1417,,,
,KHAKCHARA SLAB CULVERT,,,4.13,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.1241373831683,90.9493448633663
,DALTA BOX CULVERT,,,5.446,,,,,,,,,,,,,,,,,,,,,,Z1417,B,23.1186946541666,90.9570247883333
,JOTPARA BOX CULVERT,,,6.166,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.11303173,90.9568384773684
,KATHALY BOX CULVERT,,,7.017,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.1056304643999,90.9572825226
,SONATALA BOX CULVERT,,,7.761,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.0991097536363,90.9575681872727
,MADOUPUR BOX CULVERT,,,9.03,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.0900525666666,90.9599775428571
,LALBAMGA BOX CULVERT,,,9.678,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.0865567468965,90.9630710331034
,BAGCHAR BOX CULVERT,,,11.232,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.0768192813793,90.9690978020689
,CHATKHIL SLAB CULVERT,,,12.144,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.06925946,90.9694290373913
,CHATKHIL BOX CULVERT,,,12.511,,,,,,,,,,,,,,,,,,,,,,Z1417,A,23.0687222222222,90.97
Z1420-1,Chowmohoni-Chatar Paiya,LRPS,0,0.0,LRP012,5,11.7,11.700,2.0,45.0,122.0,0.0,0.0,37.0,1.0,9.0,2735.0,535.0,409.0,1702.0,13.0,3486.0,2124.0,5610.0,5610.0,Z1420,,,
,CHOUMONAMI RCC GIDER BRIDGE,,,0.27,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9484092230769,91.1232963564102
,College Road Bridge,,,0.27,,,,,,,,,,,,,,,,,,,,,,Z1420,C,22.9484092230769,91.1232963564102
,CHOUMO NAMIC SLAB CULVERT,,,0.402,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9495631683195,91.1234045269972
,BHADRA BOX CULVERT,,,0.764,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9527489677685,91.1236953735537
,CHAKLA BAILEY WITH STEEL DECK,,,1.302,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9569440810457,91.1243751281045
,Noruttampur Bridge,,,1.302,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9569440810457,91.1243751281045
,SHIKDHA SLAB CULVERT,,,1.537,,,,,,,,,,,,,,,,,,,,,,Z1420,C,22.9583198157772,91.1254327935034
,POYLA BOX CULVERT,,,1.747,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9594566904872,91.1263531392111
,HATAIL BRIDGE,,,1.953,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9610379251184,91.1270138236966
,SALIMABAD CULVERT,,,2.332,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9625047889589,91.1296677397476
,CHOUBARIA CULVERT,,,3.215,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9694089781725,91.1320145741116
,BHUMURIA CULVERT,,,3.823,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9734158980099,91.1355915023217
,HATURIA CULVERT,,,4.719,,,,,,,,,,,,,,,,,,,,,,Z1420,C,22.9790984066666,91.1413987516666
,JAGANNATHPUR CULVERT,,,5.141,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.98278545875,91.14151948375
,HATIGARA CULVERT,,,5.864,,,,,,,,,,,,,,,,,,,,,,Z1420,B,22.9886477644444,91.1437267844444
,MACHKHALI CULVERT,,,6.722,,,,,,,,,,,,,,,,,,,,,,Z1420,A,22.9947593683076,91.1477190464615
,PAKURA CULVERT,,,7.831,,,,,,,,,,,,,,,,,,,,,,Z1420,A,23.0040006172,91.1506940445333
,Kashipur Bazar Bridge,,,9.38,,,,,,,,,,,,,,,,,,,,,,Z1420,A,23.01748095,91.1501667
,KOULIA BRIDGE,,,9.38,,,,,,,,,,,,,,,,,,,,,,Z1420,C,23.01748095,91.1501667
,CHHATIRPAYA CULVERT,,,10.977,,,,,,,,,,,,,,,,,,,,,,Z1420,A,23.0317306256684,91.1509636419786
Z1421-1,Sonaimuri-Int.with R141,LRPS,0,0.0,LRPS,964,0.964,0.964,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1421,,,
,SONAIMURI BAZAR,,,0.009,,,,,,,,,,,,,,,,,,,,,,Z1421,C,23.0383886,91.09624692
,Sonaimuri West Bazar Bridge,,,0.009,,,,,,,,,,,,,,,,,,,,,,Z1421,C,23.0383886,91.09624692
Z1421-2,Sonaimuri (Int.with R141)-Chaterpaiya (Int.with Z1420),LRPS,964,0.964,LRP006,530,5.54,4.576,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1421,,,
,SONAIMURI CHOWRASTA,,,0.989,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0385467055555,91.1056072694444
,BIJOYNAGOR BOX CULVERT,,,2.026,,,,,,,,,,,,,,,,,,,,,,Z1421,B,23.039236356,91.11556666
,BAICHAGORA BOX CULVERT,,,3.468,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0387194643478,91.1294824069565
Z1421-3,Chaterpaiya (Int.with Z1420)-Gazirhat (Int.with Z1444),LRP006,530,5.54,LRP015,1272,14.322,8.782,0.0,101.0,138.0,0.0,86.0,36.0,16.0,35.0,1460.0,300.0,318.0,280.0,0.0,2172.0,598.0,2770.0,2770.0,Z1421,,,
,CHATOR PAIYA,,,5.548,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.03778296,91.14998864
,Satarpaiya Bridge,,,5.548,,,,,,,,,,,,,,,,,,,,,,Z1421,D,23.03778296,91.14998864
,CHATORPALA BAZAR,,,5.8,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0381414301724,91.152074937931
,itbaria,,,8.131,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.040047972,91.1750827
,kesarpar box,,,9.02,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0404997,91.1836941
,KANBOX,,,11.079,,,,,,,,,,,,,,,,,,,,,,Z1421,B,23.0416410166666,91.2035830277777
,KANKIRHAT SC,,,11.617,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0432552933962,91.2082546524528
,DSL,,,12.968,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0410455967346,91.2195441971428
,hanabon sc,,,14.1,,,,,,,,,,,,,,,,,,,,,,Z1421,D,23.0417710172351,91.2306583384201
,DUMURA CHOUMOR,,,14.289,,,,,,,,,,,,,,,,,,,,,,Z1421,C,23.0417993936708,91.2319580025316
Z1421-4,Gazirhat (Int.with Z1444)-Kallayandi (int.with N104),LRP015,1272,14.322,LRPE,0,24.372,10.050,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1421,,,
,Dumuria cul,,,14.652,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0415707396419,91.2323708672634
,Horinkata slub,,,15.098,,,,,,,,,,,,,,,,,,,,,,Z1421,C,23.0348259014218,91.2322998933649
,horinkata,,,15.389,,,,,,,,,,,,,,,,,,,,,,Z1421,C,23.0324312886255,91.2322615530805
,Horinkata culvert,,,15.852,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0282321612903,91.2318230327188
,FAKIRHAT,,,16.404,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0233876807692,91.232120626923
,madda,,,18.414,,,,,,,,,,,,,,,,,,,,,,Z1421,B,23.0066683164705,91.2336621058823
,SENBUG,,,19.176,,,,,,,,,,,,,,,,,,,,,,Z1421,A,23.0020547221932,91.2332845177545
,senbag cul,,,20.436,,,,,,,,,,,,,,,,,,,,,,Z1421,A,22.9888321079497,91.2331766916318
,North Shahpur Bridge,,,22.385,,,,,,,,,,,,,,,,,,,,,,Z1421,C,22.9735668776381,91.2267478527638
,uttar sarpur bridge,,,22.385,,,,,,,,,,,,,,,,,,,,,,Z1421,D,22.9735668776381,91.2267478527638
,UTTOR SHAPUR,,,22.983,,,,,,,,,,,,,,,,,,,,,,Z1421,A,22.9687706806779,91.2243276998305
,senbag rm,,,24.094,,,,,,,,,,,,,,,,,,,,,,Z1421,C,22.9586765544554,91.2211698631683
Z1422-1,Haziganj-Ramganj (Int.with R142),LRPS,0,0.0,LRP017,2054,17.61,17.610,9.0,267.0,302.0,111.0,2.0,116.0,7.0,55.0,2662.0,422.0,198.0,267.0,0.0,3953.0,465.0,4418.0,4418.0,Z1422,,,
,MOKINABUS BOX CULVERT,,,0.297,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.2488818667711,90.8513332006269
,DAKATIA RCC GIRDER BRIDGE,,,0.488,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.2473113329341,90.8524482479041
,Hajigonj Dakatia Bridge,,,0.488,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.2473113329341,90.8524482479041
,MOHINABUS BOX CULVERT,,,0.669,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.2459844818181,90.8534229590909
,RANTHORIMURA BOX CULVERT,,,1.81,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.2361941,90.8553611
,ZIANAGOR CULVERT,,,2.886,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.2271738829192,90.854989695031
,MAZATA BOX CULVERT,,,3.782,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.2190162565989,90.8546598390863
,BALCHO BAZAR CULVERT,,,5.182,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.2067452096774,90.8550008956989
,SHANRA BOX CULVERT,,,6.062,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.1988404640776,90.8543602043689
,JASORA BOX CULVERT,,,7.178,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1889350627906,90.8543378465116
,MONTOLA BOX CULVERT,,,7.431,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1866946366037,90.8547533320754
,MONUAR BANGLI BOX CULVERT,,,8.572,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1765836528109,90.8547062398637
,GHANIA BAILY BRIDGE,,,9.639,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.1670755418705,90.85485442
,HAZIR PARA CULVERT,,,10.656,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1577343096692,90.8555314936386
,KATAKHOLI BRIDGE,,,11.405,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1522605108033,90.8588282408587
,Katakhali Bridge,,,11.405,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.1522605108033,90.8588282408587
,Bigga Bridge,,,12.436,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.1442513927038,90.8640684399141
,DIGGA BAILEY BRIDGE,,,12.436,,,,,,,,,,,,,,,,,,,,,,Z1422,C,23.1442513927038,90.8640684399141
,SHAKPURA BOX CULVERT,,,13.981,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1310268089928,90.8626944196043
,SONAPUR BOX CULVERT,,,15.014,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.121831115,90.861489031875
,Sonapur Bridge,,,16.223,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1112966436768,90.8602007293911
,RAMGONG BAZAR BRIDGE,,,16.223,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1112966436768,90.8602007293911
,COLLAGE ROAD BOX CULVERT,,,16.926,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.1049433978723,90.8597230914893
,RAMGONG BAZAR RCC BRIDGE,,,17.522,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.099684134038,90.8609141446088
,Ramganj Boropul Bridge,,,17.522,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.099684134038,90.8609141446088
Z1422-2,Ramganj (Int.with R142)-Laksmipur(Int.with R140),LRP017,2054,17.61,LRPE,0,37.42,19.810,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,NS,*  NS,Z1422,,,
,RAMJONJ (2) BRIDGE,,,17.91,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.0986245078651,90.859161647191
,Ramganj Bridge - 2,,,17.91,,,,,,,,,,,,,,,,,,,,,,Z1422,D,23.0986245078651,90.859161647191
,NAYRAMPUR,,,19.296,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.088765407874,90.8514276472441
,NAYRAMPUR BOX CULVERT,,,20.1,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.0823912735449,90.8481866553792
,PADMA BAZAR BRIDGE,,,20.705,,,,,,,,,,,,,,,,,,,,,,Z1422,C,23.0778425056285,90.8464349277673
,Padma Bazar Bridge,,,20.705,,,,,,,,,,,,,,,,,,,,,,Z1422,D,23.0778425056285,90.8464349277673
,FATIPON BRIDGE,,,23.276,,,,,,,,,,,,,,,,,,,,,,Z1422,C,23.0619597805517,90.8330660103448
,"PAPARA R,C GIRDER BRIDGE",,,24.041,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.0556026837104,90.8310001106334
,Panpara Bridge,,,24.041,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.0556026837104,90.8310001106334
,PIRGONJ BAZAR,,,25.164,,,,,,,,,,,,,,,,,,,,,,Z1422,B,23.04623854,90.8305215399999
,SHAMGONG BRIDGE,,,26.328,,,,,,,,,,,,,,,,,,,,,,Z1422,D,23.0366335272727,90.8299033909091
,Mirzapur Bridge,,,26.945,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.0309703435606,90.8312249607954
,MIRZAPUR BRIDGE,,,26.945,,,,,,,,,,,,,,,,,,,,,,Z1422,C,23.0309703435606,90.8312249607954
,BASHU BAZER BOX CULVERT,,,28.258,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.019684709489,90.8334740956204
,BEJOYNOGER CULVERT,,,29.546,,,,,,,,,,,,,,,,,,,,,,Z1422,A,23.0079788844,90.8358796312
,BIJOY NAGAR,,,29.836,,,,,,,,,,,,,,,,,,,,,,Z1422,C,23.0054816654,90.8365240692
,ANNANDARSHAH CULVERT,,,31.17,,,,,,,,,,,,,,,,,,,,,,Z1422,A,22.9949136652892,90.8371163768595
,ROMKAISPUR B0X CULVERT,,,32.945,,,,,,,,,,,,,,,,,,,,,,Z1422,A,22.979086188,90.8366091335
,KHILBAICHA RCC GIRDER,,,33.249,,,,,,,,,,,,,,,,,,,,,,Z1422,A,22.9759689476635,90.8366711476635
,SHAPUR BOX CULVERT,,,34.954,,,,,,,,,,,,,,,,,,,,,,Z1422,A,22.9616666636363,90.8367295
,KANCHAN GORBRIDGE,,,36.042,,,,,,,,,,,,,,,,,,,,,,Z1422,B,22.9523822729372,90.8362900755775
,Jelapara Bridge,,,36.042,,,,,,,,,,,,,,,,,,,,,,Z1422,C,22.9523822729372,90.8362900755775
Z1423-1,Pepulia-Magbari,LRPS,0,0.0,LRP009,1798,10.189,10.189,0.0,12.0,113.0,0.0,0.0,2.0,0.0,0.0,300.0,137.0,156.0,154.0,0.0,564.0,310.0,874.0,874.0,Z1423,,,
,Pepulia Bazar Bridge,,,0.005,,,,,,,,,,,,,,,,,,,,,,Z1423,C,23.36375,91.2024924864864
,.,,,0.655,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3643685548117,91.1962656635983
,.,,,2.825,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3664054574468,91.1767310319149
,.,,,2.9,,,,,,,,,,,,,,,,,,,,,,Z1423,B,23.3665074095744,91.1760750053191
,.,,,3.3,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3666527199999,91.1720938
,Lal Bari Bridge,,,4.105,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3660628100294,91.165287679351
,.,,,4.105,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3660628100294,91.165287679351
,.,,,4.795,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3672292421052,91.1590342381258
,.,,,4.925,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3674146631578,91.1578521559692
,.,,,9.3,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3785533222929,91.1238087999999
,.,,,9.405,,,,,,,,,,,,,,,,,,,,,,Z1423,B,23.3785880464692,91.1229051589977
,.,,,10.005,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3746993651515,91.1209619121212
,.,,,10.2,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3730036709359,91.1210369541872
,.,,,10.45,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3708214658,91.1213839098
,.,,,10.68,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3689368918,91.1221250158
,.,,,11.2,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3646761158,91.1238005598
,.,,,11.35,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3634470458,91.1242838898
,.,,,11.595,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3613675351648,91.1249764395604
,.,,,12.39,,,,,,,,,,,,,,,,,,,,,,Z1423,A,23.3555102148387,91.1291868103225
Z1424-1,Mannan Nagar-Steamer Gaht,LRPS,0,0.0,LRP029,360,28.7,28.700,1.0,140.0,265.0,10.0,126.0,101.0,21.0,14.0,1859.0,565.0,547.0,316.0,0.0,3102.0,863.0,3965.0,3965.0,Z1424,,,
,MONNAN NAGAR BOX CULVERT,,,0.141,,,,,,,,,,,,,,,,,,,,,,Z1424,B,22.7949620856115,91.0672505
,ANANALACHA BOX CULVERT,,,2.908,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.7702749755879,91.0669175565509
,PURBO SALAKI BOX CULVERT,,,6.39,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.7395390545367,91.0697664576886
,ABDULLAH BAZAR CULVERT,,,10.052,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.7082233194297,91.0803634157339
,OLIMIA DORJA BOX CULVERT,,,15.245,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6638137409785,91.0949517975535
,CHARCHOLY BAZAR CULVERT,,,15.9,,,,,,,,,,,,,,,,,,,,,,Z1424,B,22.6598777395454,91.0972456290909
,CHAR JUBLI BOX CULVERT,,,16.644,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.657440453913,91.1017200352174
,CHAR JABBAR CULVERT 1,,,17.872,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6578443338843,91.1121480743801
,CHOR JABBAR CULVERT 2,,,18.376,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6579017621052,91.1168843915789
,UTTOR COSOPI CULVERT,,,19.43,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6486527333333,91.1185873
,CHOT BOYHA BOX CULVERT,,,22.096,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6253726353187,91.1187008484848
,MODDUCHAR CULVERT,,,24.824,,,,,,,,,,,,,,,,,,,,,,Z1424,A,22.6014932457142,91.118432415238
Z1425-1,Boktarmunshi-Daganbhuiyan,LRPS,0,0.0,LRP001,14375,15.39,15.390,0.0,3.0,18.0,0.0,0.0,12.0,0.0,0.0,1206.0,289.0,388.0,523.0,0.0,1528.0,911.0,2439.0,2439.0,Z1425,,,
,.,,,0.35,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9015474433884,91.3993190725206
,.,,,0.65,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9018442779569,91.3964625860215
,.,,,1.23,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9025953731617,91.3908937205882
,.,,,1.75,,,,,,,,,,,,,,,,,,,,,,Z1425,C,22.9020112334558,91.3859284852941
,.,,,4.1,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.8954767644341,91.3679360926097
,.,,,4.55,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.8945018144329,91.364201871134
,.,,,4.75,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.8943025888888,91.3622196
,.,,,5.5,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.8994122590106,91.3602642289752
,.,,,6.1,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9038337324999,91.359129174
,.,,,8.865,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9209507346153,91.3598541884615
,.,,,9.75,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9220489833333,91.3517093348485
,.,,,11.7,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9287363333333,91.3362903733333
,Kamla Pul Bridge,,,11.7,,,,,,,,,,,,,,,,,,,,,,Z1425,B,22.9287363333333,91.3362903733333
,.,,,12.5,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9318232257065,91.3297783985195
,.,,,13.39,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9340335299126,91.3209761093886
,.,,,13.88,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.9345211967741,91.3170057290322
,.,,,14.15,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.934872553,91.312878597
,.,,,14.45,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.935330893,91.3106952569999
,.,,,14.55,,,,,,,,,,,,,,,,,,,,,,Z1425,A,22.935483673,91.309967477
Z1426-1,Chatkhil-Chandraganj,LRPS,0,0.0,LRP013,1015,13.295,13.295,0.0,13.0,18.0,0.0,0.0,17.0,29.0,12.0,1397.0,346.0,189.0,243.0,0.0,1832.0,432.0,2264.0,2264.0,Z1426,,,
,.,,,0.2,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0577565764705,90.9860470235294
,College Road Bridge,,,0.217,,,,,,,,,,,,,,,,,,,,,,Z1426,B,23.0576154482717,90.9860986929678
,.,,,1.05,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0505,90.9882774
,.,,,1.8,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0438223501992,90.9898500852589
,Taltola Bridge,,,1.8,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0438223501992,90.9898500852589
,.,,,3.2,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0317269064327,90.9893006520468
,.,,,5.5,,,,,,,,,,,,,,,,,,,,,,Z1426,C,23.0123829113924,90.9902250632911
,Sadhur Khil Bridge,,,5.5,,,,,,,,,,,,,,,,,,,,,,Z1426,D,23.0123829113924,90.9902250632911
,.,,,6.5,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0035367223974,90.9896219851735
,.,,,6.8,,,,,,,,,,,,,,,,,,,,,,Z1426,A,23.0010009529761,90.9894981654761
,.,,,8.5,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9863268666666,90.9875150888889
,Daliae Bazar Bridge,,,8.5,,,,,,,,,,,,,,,,,,,,,,Z1426,C,22.9863268666666,90.9875150888889
,.,,,9.45,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9787962535211,90.9886592901408
,.,,,9.6,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9776993,90.98887744
,.,,,10.28,,,,,,,,,,,,,,,,,,,,,,Z1426,B,22.9717822060606,90.9898203292929
,.,,,10.55,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9698154,90.9912812413793
,.,,,10.8,,,,,,,,,,,,,,,,,,,,,,Z1426,B,22.96782571,90.9922753678261
,.,,,11.3,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9634474986301,90.9916769534246
,.,,,12.1,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9564371476923,90.9903893830769
,.,,,13.05,,,,,,,,,,,,,,,,,,,,,,Z1426,A,22.9480671142857,90.9903965142857
